competitorId,competitor,url,elementType,rawText,scrapeDate,title,metaDescription,contentHash,cleaned_text,sentiment,vader_sentiment,average_sentiment,technical_keywords,value_keywords,intent
me,OpenAI,https://openai.com/,p,Product5 min read,2025-12-06T23:30:57.977108,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",b0307f2c777d087bd9ff8879b301bedfb32dd24b9e1d69b9c66b128958ef0980,product min read,0.0,0.0,0.0,0,2,Value Proposition
me,OpenAI,https://openai.com/,p,Product5 min read,2025-12-06T23:30:57.977142,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",b0307f2c777d087bd9ff8879b301bedfb32dd24b9e1d69b9c66b128958ef0980,product min read,0.0,0.0,0.0,0,2,Value Proposition
me,OpenAI,https://openai.com/,p,Product7 min read,2025-12-06T23:30:57.977147,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",2e49fd1a21cba13be554632f4433b431d4066117f9e717b86a37c34a369c23da,product min read,0.0,0.0,0.0,0,2,Value Proposition
me,OpenAI,https://openai.com/,p,Product7 min read,2025-12-06T23:30:57.977151,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",2e49fd1a21cba13be554632f4433b431d4066117f9e717b86a37c34a369c23da,product min read,0.0,0.0,0.0,0,2,Value Proposition
me,OpenAI,https://openai.com/,p,Product7 min read,2025-12-06T23:30:57.977155,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",2e49fd1a21cba13be554632f4433b431d4066117f9e717b86a37c34a369c23da,product min read,0.0,0.0,0.0,0,2,Value Proposition
me,OpenAI,https://openai.com/,h2,Latest news,2025-12-06T23:30:57.977158,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",f74e23c21f4131b4bb77f0f9cda4c427a447bde6a325e96050508cd352b5d146,latest news,0.0,0.0,0.0,0,0,Other
me,OpenAI,https://openai.com/,p,"CompanyDec 3, 2025",2025-12-06T23:30:57.977161,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",651d7e075debb08919996e9599cc59d9493fbb94b003483db703d4c211122789,companydec,0.0,0.0,0.0,0,0,Other
me,OpenAI,https://openai.com/,p,"CompanyDec 1, 2025",2025-12-06T23:30:57.977165,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",55e32b66e2f23f2aad2a31ec1309b4f2d1e4613a5da1b00779b4b592f3504e19,companydec,0.0,0.0,0.0,0,0,Other
me,OpenAI,https://openai.com/,p,"CompanyDec 1, 2025",2025-12-06T23:30:57.977169,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",55e32b66e2f23f2aad2a31ec1309b4f2d1e4613a5da1b00779b4b592f3504e19,companydec,0.0,0.0,0.0,0,0,Other
me,OpenAI,https://openai.com/,p,"CompanyDec 1, 2025",2025-12-06T23:30:57.977172,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",55e32b66e2f23f2aad2a31ec1309b4f2d1e4613a5da1b00779b4b592f3504e19,companydec,0.0,0.0,0.0,0,0,Other
me,OpenAI,https://openai.com/,p,"CompanyDec 1, 2025",2025-12-06T23:30:57.977176,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",55e32b66e2f23f2aad2a31ec1309b4f2d1e4613a5da1b00779b4b592f3504e19,companydec,0.0,0.0,0.0,0,0,Other
me,OpenAI,https://openai.com/,p,"CompanyNov 26, 2025",2025-12-06T23:30:57.977179,OpenAI,"We believe our research will eventually lead to artificial general intelligence, a system that can solve human-level problems. Building safe and beneficial AGI is our mission.",eb7a09cf490fdc44784b9fad229072bd793e2a53ec904d522cc6b68620539ba0,companynov,0.0,0.0,0.0,0,0,Other
